,Tax Year,County,Municipality,Zip Code,Property Type,Property Count,Avg Land Value,Avg Bldg. Value,Avg Property Value,Prior Year Tax
1815,2019,CUMBERLAND,STOW CREEK TWP, 08302,RESIDENTIAL,313,$38776.04,$130815.97,$169592.01,$5398.78
1817,2019,CUMBERLAND,UPPER DEERFIELD TWP, 08302,RESIDENTIAL,1778,$41424.13,$141643.70,$183049.55,$5498.66
1822,2019,CUMBERLAND,UPPER DEERFIELD TWP,08313,RESIDENTIAL,569,$37952.02,$105233.22,$143185.24,$4337.36
1828,2019,CUMBERLAND,VINELAND CITY, 08332,RESIDENTIAL,205,$42957.56,$150673.66,$193631.22,$5429.86
1829,2019,CUMBERLAND,VINELAND CITY, 08344,RESIDENTIAL,264,$34087.88,$112118.56,$146149.62,$4069.66
1831,2019,CUMBERLAND,VINELAND CITY, 08360,RESIDENTIAL,6987,$30595.39,$118167.05,$148715.37,$4151.34
1832,2019,CUMBERLAND,VINELAND CITY, 08361,RESIDENTIAL,4583,$38840.28,$157735.35,$196442.85,$5492.87
1835,2019,CUMBERLAND,VINELAND CITY,08360,RESIDENTIAL,3863,$29323.09,$105452.81,$134772.02,$3779.00
1843,2019,ESSEX,BELLEVILLE TWP, 07109,RESIDENTIAL,4216,$112917.84,$161242.58,$274160.41,$9496.37
1850,2019,ESSEX,BELLEVILLE TWP,07109,RESIDENTIAL,1989,$105262.90,$167062.69,$272325.59,$9318.41
1853,2019,ESSEX,BLOOMFIELD TWP, 07003,RESIDENTIAL,9472,$129662.10,$151892.39,$280867.51,$11115.31
1863,2019,ESSEX,BLOOMFIELD TWP,07003,RESIDENTIAL,2119,$92049.13,$132357.72,$223968.48,$8873.16
1865,2019,ESSEX,CALDWELL BORO TWP, 07006,RESIDENTIAL,1600,$234426.44,$192470.88,$426897.31,$11574.68
1869,2019,ESSEX,CALDWELL BORO TWP,07006,RESIDENTIAL,311,$205582.96,$186117.68,$391700.64,$10666.48
1870,2019,ESSEX,CEDAR GROVE TWP, 07009,RESIDENTIAL,3595,$236502.70,$234960.14,$471462.84,$11278.04
1873,2019,ESSEX,CEDAR GROVE TWP,07009,RESIDENTIAL,317,$215315.14,$220681.07,$435996.21,$10449.82
1880,2019,ESSEX,EAST ORANGE CITY, 07017,RESIDENTIAL,1832,$58044.05,$114914.96,$172882.59,$9187.69
1881,2019,ESSEX,EAST ORANGE CITY, 07018,RESIDENTIAL,1660,$51859.94,$117307.53,$169047.05,$8982.16
1896,2019,ESSEX,EAST ORANGE CITY,07017,RESIDENTIAL,3507,$49345.11,$111307.67,$160536.95,$8564.31
1899,2019,ESSEX,ESSEX FELLS TWP, 07021,RESIDENTIAL,417,$483391.37,$535192.57,$1018583.93,$20192.21
1911,2019,ESSEX,FAIRFIELD TWP, 07004,RESIDENTIAL,1175,$213853.87,$268074.72,$481928.60,$10530.97
1920,2019,ESSEX,FAIRFIELD TWP,07004,RESIDENTIAL,267,$185962.92,$222237.83,$408200.75,$8913.73
1924,2019,ESSEX,GLEN RIDGE BORO, 07028,RESIDENTIAL,1725,$357261.22,$328464.23,$685725.45,$20990.90
1930,2019,ESSEX,GLEN RIDGE BORO,07028,RESIDENTIAL,114,$303696.49,$238206.14,$541902.63,$16328.23
1937,2019,ESSEX,IRVINGTON TWP, 07111,RESIDENTIAL,1451,$21763.20,$126940.94,$148624.88,$8476.94
1942,2019,ESSEX,IRVINGTON TWP,07111,RESIDENTIAL,3341,$19537.92,$111725.50,$131228.11,$7506.39
1945,2019,ESSEX,LIVINGSTON TWP, 07039,RESIDENTIAL,5342,$338291.37,$305653.10,$643944.47,$16589.03
1961,2019,ESSEX,LIVINGSTON TWP,07039,RESIDENTIAL,1237,$311764.67,$259471.95,$571236.62,$14688.80
1964,2019,ESSEX,MAPLEWOOD TWP, 07040,RESIDENTIAL,3975,$267097.84,$258511.52,$525609.36,$16515.13
1975,2019,ESSEX,MAPLEWOOD TWP,07040,RESIDENTIAL,1068,$198043.45,$192866.67,$390910.11,$12284.60
1977,2019,ESSEX,MILLBURN TWP, 07041,RESIDENTIAL,953,$440635.89,$322107.76,$762743.65,$14507.53
1980,2019,ESSEX,MILLBURN TWP, 07078,RESIDENTIAL,2507,$788648.26,$850275.35,$1638923.61,$31501.26
1985,2019,ESSEX,MILLBURN TWP,07041,RESIDENTIAL,699,$538831.62,$403518.60,$942350.21,$17992.38
1990,2019,ESSEX,MONTCLAIR TWP, 07042,RESIDENTIAL,5263,$267195.38,$338890.06,$606085.45,$18766.80
1991,2019,ESSEX,MONTCLAIR TWP, 07043,RESIDENTIAL,2993,$355115.60,$376944.90,$732060.51,$22664.24
1995,2019,ESSEX,MONTCLAIR TWP,07042,RESIDENTIAL,1305,$215802.53,$256990.04,$472792.57,$14583.45
2010,2019,ESSEX,NEWARK CITY, 07102,RESIDENTIAL,459,$39749.24,$149676.25,$185733.12,$6722.95
2011,2019,ESSEX,NEWARK CITY, 07103,RESIDENTIAL,1315,$27808.14,$135748.29,$162677.87,$5935.34
2012,2019,ESSEX,NEWARK CITY, 07104,RESIDENTIAL,2696,$33678.60,$147439.32,$179334.79,$6537.18
2013,2019,ESSEX,NEWARK CITY, 07105,RESIDENTIAL,2775,$66891.46,$154786.85,$220093.12,$8050.12
2014,2019,ESSEX,NEWARK CITY, 07106,RESIDENTIAL,2197,$21354.21,$128516.84,$149871.05,$5491.47
2015,2019,ESSEX,NEWARK CITY, 07107,RESIDENTIAL,1882,$31805.31,$139562.06,$170765.30,$6273.61
2016,2019,ESSEX,NEWARK CITY, 07108,RESIDENTIAL,1186,$22245.28,$159341.15,$181331.96,$6624.24
2019,2019,ESSEX,NEWARK CITY, 07112,RESIDENTIAL,1598,$25810.33,$157135.98,$181953.63,$6654.48
2020,2019,ESSEX,NEWARK CITY, 07114,RESIDENTIAL,435,$44417.70,$164047.13,$204381.15,$7549.05
2035,2019,ESSEX,NEWARK CITY,07102,RESIDENTIAL,14944,$33236.58,$139424.85,$172448.98,$6322.24
2037,2019,ESSEX,NORTH CALDWELL TWP, 07006,RESIDENTIAL,2100,$304253.19,$382617.19,$686870.38,$16239.95
2044,2019,ESSEX,NORTH CALDWELL TWP,07006,RESIDENTIAL,182,$307300.55,$342701.65,$650002.20,$15082.62
2048,2019,ESSEX,NUTLEY TWP, 07110,RESIDENTIAL,7300,$144124.25,$179843.21,$323967.45,$11346.42
2052,2019,ESSEX,NUTLEY TWP,07110,RESIDENTIAL,927,$119292.02,$163507.87,$282799.89,$9917.65
2057,2019,ESSEX,ORANGE CITY TWP, 07050,RESIDENTIAL,1094,$59077.61,$128660.51,$187738.12,$9800.88
2066,2019,ESSEX,ORANGE CITY TWP,07050,RESIDENTIAL,1583,$50244.60,$112637.78,$162819.20,$8523.79
2079,2019,ESSEX,ROSELAND BORO, 07068,RESIDENTIAL,1014,$222974.36,$235540.14,$458514.50,$10314.81
2089,2019,ESSEX,ROSELAND BORO,07068,RESIDENTIAL,196,$224397.45,$233975.00,$458372.45,$10079.47
2100,2019,ESSEX,SOUTH ORANGE VILLAGE TW, 07079,RESIDENTIAL,2001,$291168.27,$318408.95,$609577.21,$19216.78
2107,2019,ESSEX,SOUTH ORANGE VILLAGE TW,07050,RESIDENTIAL,790,$240920.76,$272127.72,$513048.48,$16137.25
2112,2019,ESSEX,VERONA TWP, 07044,RESIDENTIAL,1755,$214189.74,$225778.97,$439968.72,$11816.97
2116,2019,ESSEX,VERONA TWP,07044,RESIDENTIAL,795,$144269.69,$161945.91,$306215.60,$8040.96
2117,2019,ESSEX,WEST CALDWELL TWP, 07006,RESIDENTIAL,3408,$236713.97,$206762.35,$443476.32,$11188.78
2118,2019,ESSEX,WEST CALDWELL TWP,07006,RESIDENTIAL,135,$202005.19,$170091.85,$372097.04,$9414.63
2130,2019,ESSEX,WEST ORANGE TWP, 07052,RESIDENTIAL,7718,$142247.76,$212862.32,$355110.08,$14344.48
2144,2019,ESSEX,WEST ORANGE TWP,07050,RESIDENTIAL,2083,$120583.34,$183504.51,$304087.85,$12252.65
2150,2019,GLOUCESTER,CLAYTON BORO, 08312,RESIDENTIAL,1918,$37044.26,$121685.40,$158639.31,$6043.92
2154,2019,GLOUCESTER,CLAYTON BORO,07851,RESIDENTIAL,598,$36145.32,$102096.15,$138204.68,$5348.38
2158,2019,GLOUCESTER,DEPTFORD TWP, 08080,RESIDENTIAL,641,$46566.30,$196577.85,$243144.15,$7798.66
2162,2019,GLOUCESTER,DEPTFORD TWP, 08090,RESIDENTIAL,1982,$43429.67,$131727.70,$175157.37,$5576.70
2163,2019,GLOUCESTER,DEPTFORD TWP, 08093,RESIDENTIAL,878,$37415.60,$110626.65,$148042.26,$4737.50
2165,2019,GLOUCESTER,DEPTFORD TWP, 08096,RESIDENTIAL,5307,$40932.47,$146778.18,$187710.65,$6004.42
2168,2019,GLOUCESTER,DEPTFORD TWP,08096,RESIDENTIAL,1389,$39660.84,$113154.50,$152815.33,$4916.77
2170,2019,GLOUCESTER,EAST GREENWICH TWP, 08020,RESIDENTIAL,761,$73248.36,$196368.07,$269616.43,$8101.75
2177,2019,GLOUCESTER,EAST GREENWICH TWP, 08056,RESIDENTIAL,1473,$92027.97,$254265.31,$346293.28,$10323.33
2180,2019,GLOUCESTER,EAST GREENWICH TWP, 08061,RESIDENTIAL,899,$72435.15,$194913.46,$267348.61,$8079.56
2193,2019,GLOUCESTER,EAST GREENWICH TWP,08323,RESIDENTIAL,414,$72549.28,$169096.14,$241645.41,$7374.49
2195,2019,GLOUCESTER,ELK TWP, 08028,RESIDENTIAL,354,$61436.44,$151616.38,$213052.82,$7419.76
2197,2019,GLOUCESTER,ELK TWP, 08062,RESIDENTIAL,103,$76966.02,$179600.00,$256566.02,$8960.85
2200,2019,GLOUCESTER,ELK TWP, 08343,RESIDENTIAL,590,$68676.44,$165652.03,$234328.47,$8187.61
2202,2019,GLOUCESTER,ELK TWP,07034,RESIDENTIAL,377,$44414.32,$98674.01,$143088.33,$4989.75
2207,2019,GLOUCESTER,FRANKLIN TWP, 08094,RESIDENTIAL,204,$44384.80,$146109.31,$190494.12,$6496.30
2210,2019,GLOUCESTER,FRANKLIN TWP, 08322,RESIDENTIAL,2920,$40904.28,$158704.08,$199608.36,$6843.95
2212,2019,GLOUCESTER,FRANKLIN TWP, 08328,RESIDENTIAL,310,$35543.87,$123795.81,$159339.68,$5446.90
2215,2019,GLOUCESTER,FRANKLIN TWP, 08343,RESIDENTIAL,198,$39576.77,$135683.33,$175260.10,$5994.77
2216,2019,GLOUCESTER,FRANKLIN TWP, 08344,RESIDENTIAL,634,$41261.99,$146284.70,$187546.69,$6456.84
2217,2019,GLOUCESTER,FRANKLIN TWP, 08360,RESIDENTIAL,334,$40309.88,$154020.96,$194330.84,$6743.64
2222,2019,GLOUCESTER,FRANKLIN TWP,07416,RESIDENTIAL,990,$38032.83,$116424.55,$154457.37,$5323.79
2226,2019,GLOUCESTER,GLASSBORO BORO, 08028,RESIDENTIAL,3441,$60981.81,$135108.43,$196079.57,$6838.20
2229,2019,GLOUCESTER,GLASSBORO BORO, 08071,RESIDENTIAL,149,$72426.17,$136938.26,$209364.43,$7453.69
2235,2019,GLOUCESTER,GLASSBORO BORO,08028,RESIDENTIAL,1308,$53988.61,$108382.03,$162351.53,$5746.88
2239,2019,GLOUCESTER,GREENWICH TWP, 08027,RESIDENTIAL,1463,$35066.92,$131406.08,$166462.75,$5259.29
2244,2019,GLOUCESTER,GREENWICH TWP,08323,RESIDENTIAL,370,$32831.62,$110692.16,$143523.78,$4570.20
2250,2019,GLOUCESTER,HARRISON TWP, 08062,RESIDENTIAL,3468,$79947.84,$274625.12,$354572.95,$10259.19
2258,2019,GLOUCESTER,HARRISON TWP,07029,RESIDENTIAL,519,$73516.38,$187396.15,$260912.52,$7552.73
2261,2019,GLOUCESTER,LOGAN TWP, 08014,RESIDENTIAL,133,$24000.75,$130312.78,$154313.53,$3236.01
2270,2019,GLOUCESTER,LOGAN TWP, 08085,RESIDENTIAL,1600,$53680.31,$171985.62,$225665.94,$4732.50
2272,2019,GLOUCESTER,LOGAN TWP,08085,RESIDENTIAL,373,$41662.20,$135503.22,$177165.42,$3743.09
2279,2019,GLOUCESTER,MANTUA TWP, 08051,RESIDENTIAL,2436,$52378.37,$128970.69,$181342.90,$6116.22
2286,2019,GLOUCESTER,MANTUA TWP, 08080,RESIDENTIAL,2025,$68488.94,$173257.58,$241739.11,$8164.82
2292,2019,GLOUCESTER,MANTUA TWP,08051,RESIDENTIAL,837,$54628.20,$121403.35,$176014.93,$5979.40
2306,2019,GLOUCESTER,MONROE TWP, 08094,RESIDENTIAL,8944,$52481.14,$157375.45,$209856.59,$7440.11
2317,2019,GLOUCESTER,MONROE TWP,08831,RESIDENTIAL,2005,$51818.95,$121194.66,$173013.62,$6161.30
2323,2019,GLOUCESTER,NATIONAL PARK BORO, 08063,RESIDENTIAL,836,$42565.19,$98822.01,$141387.20,$6126.96
2328,2019,GLOUCESTER,NATIONAL PARK BORO,08063,RESIDENTIAL,237,$39821.94,$84707.17,$124529.11,$5454.34
2330,2019,GLOUCESTER,NEWFIELD BORO, 08344,RESIDENTIAL,418,$52595.69,$133284.69,$185880.38,$6297.76
2332,2019,GLOUCESTER,NEWFIELD BORO,08344,RESIDENTIAL,180,$48591.11,$110793.33,$159384.44,$5447.91
2337,2019,GLOUCESTER,PAULSBORO BORO, 08066,RESIDENTIAL,1111,$23529.52,$85956.98,$109486.50,$4167.27
2339,2019,GLOUCESTER,PAULSBORO BORO,08066,RESIDENTIAL,828,$19636.59,$77591.18,$97227.78,$3745.46
2345,2019,GLOUCESTER,PITMAN BORO, 08071,RESIDENTIAL,2399,$49143.39,$124993.00,$173763.82,$7360.87
2353,2019,GLOUCESTER,PITMAN BORO,08071,RESIDENTIAL,562,$40458.36,$105611.57,$145574.56,$6207.67
2357,2019,GLOUCESTER,SO HARRISON TWP, 08062,RESIDENTIAL,725,$102141.79,$239577.24,$341719.03,$9922.91
2362,2019,GLOUCESTER,SO HARRISON TWP,07029,RESIDENTIAL,151,$92362.25,$156437.75,$248800.00,$7215.43
2365,2019,GLOUCESTER,SWEDESBORO BORO, 08085,RESIDENTIAL,539,$39061.22,$138851.21,$177912.43,$7153.14
2367,2019,GLOUCESTER,SWEDESBORO BORO,08085,RESIDENTIAL,249,$34864.26,$124220.88,$159085.14,$6429.09
2374,2019,GLOUCESTER,WASHINGTON TWP, 08012,RESIDENTIAL,4794,$38067.71,$150980.73,$189048.44,$6782.29
2378,2019,GLOUCESTER,WASHINGTON TWP, 08028,RESIDENTIAL,108,$49184.26,$235010.19,$284194.44,$10243.26
2379,2019,GLOUCESTER,WASHINGTON TWP, 08032,RESIDENTIAL,128,$35208.59,$124301.56,$159510.16,$5710.90
2384,2019,GLOUCESTER,WASHINGTON TWP, 08080,RESIDENTIAL,8739,$45853.75,$183201.19,$229054.94,$8235.84
2385,2019,GLOUCESTER,WASHINGTON TWP, 08081,RESIDENTIAL,584,$47071.58,$193481.85,$240553.42,$8669.64
2400,2019,GLOUCESTER,WASHINGTON TWP,07882,RESIDENTIAL,1800,$36787.11,$127701.22,$164488.33,$5936.83
2403,2019,GLOUCESTER,WENONAH BORO, 08090,RESIDENTIAL,713,$93946.84,$170794.81,$264741.65,$10806.87
2409,2019,GLOUCESTER,WEST DEPTFORD TWP, 08051,RESIDENTIAL,581,$53868.33,$137540.45,$191356.97,$6160.30
2413,2019,GLOUCESTER,WEST DEPTFORD TWP, 08066,RESIDENTIAL,214,$62135.98,$154007.94,$216027.10,$6966.45
2417,2019,GLOUCESTER,WEST DEPTFORD TWP, 08086,RESIDENTIAL,2270,$53384.36,$160385.02,$213758.77,$6862.70
2418,2019,GLOUCESTER,WEST DEPTFORD TWP, 08093,RESIDENTIAL,368,$49436.14,$130221.20,$179589.40,$5756.03
2419,2019,GLOUCESTER,WEST DEPTFORD TWP, 08096,RESIDENTIAL,2287,$58125.14,$144959.82,$203068.04,$6520.72
2422,2019,GLOUCESTER,WEST DEPTFORD TWP,08096,RESIDENTIAL,942,$50147.88,$116240.76,$166388.64,$5392.31
2426,2019,GLOUCESTER,WESTVILLE BORO, 08093,RESIDENTIAL,1025,$34644.39,$92892.20,$127425.37,$5743.42
2428,2019,GLOUCESTER,WESTVILLE BORO,08093,RESIDENTIAL,355,$31393.24,$85689.86,$116982.25,$5354.74
2435,2019,GLOUCESTER,WOODBURY CITY, 08096,RESIDENTIAL,2098,$39944.66,$103868.92,$143800.05,$6708.56
2438,2019,GLOUCESTER,WOODBURY CITY,08096,RESIDENTIAL,764,$34423.17,$91710.34,$126089.01,$5947.80
2443,2019,GLOUCESTER,WOODBURY HEIGHTS BORO, 08097,RESIDENTIAL,928,$44267.13,$135562.61,$179829.74,$7878.57
2444,2019,GLOUCESTER,WOODBURY HEIGHTS BORO,08096,RESIDENTIAL,135,$43876.30,$118547.41,$162423.70,$7300.52
2452,2019,GLOUCESTER,WOOLWICH TWP, 08085,RESIDENTIAL,3066,$61820.71,$229485.71,$291306.43,$10878.02
2455,2019,GLOUCESTER,WOOLWICH TWP,08085,RESIDENTIAL,378,$57929.63,$208494.71,$266424.34,$9964.98
2457,2019,HUDSON,BAYONNE CITY, 07002,RESIDENTIAL,3641,$57640.07,$67643.97,$124801.84,$10543.93
2462,2019,HUDSON,BAYONNE CITY,07002,RESIDENTIAL,3717,$58263.22,$58902.51,$116924.16,$9854.58
2463,2019,HUDSON,EAST NEWARK BORO, 07029,RESIDENTIAL,142,$55911.97,$204531.69,$260443.66,$6644.72
2467,2019,HUDSON,GUTTENBERG TOWN, 07093,RESIDENTIAL,1502,$102943.41,$157866.36,$260809.77,$9722.03
2471,2019,HUDSON,GUTTENBERG TOWN,07093,RESIDENTIAL,853,$95742.32,$135015.36,$230757.68,$8627.17
2472,2019,HUDSON,HARRISON TOWN, 07029,RESIDENTIAL,896,$36984.38,$108235.48,$145217.46,$10402.60
2474,2019,HUDSON,HARRISON TOWN,07029,RESIDENTIAL,737,$46920.14,$120746.38,$167490.59,$12019.46
2476,2019,HUDSON,HOBOKEN CITY, 07030,RESIDENTIAL,10305,$208555.14,$325988.64,$534427.11,$8455.91
2482,2019,HUDSON,HOBOKEN CITY,07030,RESIDENTIAL,4316,$203894.23,$273212.88,$477107.11,$7540.20
2501,2019,HUDSON,JERSEY CITY CITY, 07302,RESIDENTIAL,2661,$217940.59,$519868.42,$727451.62,$10432.13
2503,2019,HUDSON,JERSEY CITY CITY, 07304,RESIDENTIAL,1825,$124839.45,$227830.36,$350439.29,$5207.18
2504,2019,HUDSON,JERSEY CITY CITY, 07305,RESIDENTIAL,3458,$89298.21,$233165.64,$320541.41,$4698.73
2505,2019,HUDSON,JERSEY CITY CITY, 07306,RESIDENTIAL,2064,$156911.53,$262250.92,$414948.16,$6134.18
2506,2019,HUDSON,JERSEY CITY CITY, 07307,RESIDENTIAL,2450,$173089.80,$298770.86,$463133.84,$6827.87
2508,2019,HUDSON,JERSEY CITY CITY, 07310,RESIDENTIAL,232,$52578.02,$655776.29,$708354.31,$908.51
2516,2019,HUDSON,JERSEY CITY CITY,07302,RESIDENTIAL,12688,$160136.32,$279506.74,$436798.50,$6224.54
2520,2019,HUDSON,KEARNY TOWN, 07032,RESIDENTIAL,5352,$28366.85,$66244.23,$94170.65,$9946.17
2523,2019,HUDSON,KEARNY TOWN,07032,RESIDENTIAL,1767,$30065.53,$71779.99,$101379.76,$10715.39
2524,2019,HUDSON,NORTH BERGEN TWP, 07047,RESIDENTIAL,7974,$50256.66,$93579.73,$143836.39,$8100.58
2526,2019,HUDSON,NORTH BERGEN TWP,07047,RESIDENTIAL,2836,$39232.12,$79609.73,$118841.85,$6707.98
2536,2019,HUDSON,SECAUCUS TOWN, 07094,RESIDENTIAL,3334,$65002.83,$112741.27,$177403.25,$6381.60
2547,2019,HUDSON,SECAUCUS TOWN,07094,RESIDENTIAL,861,$56318.58,$101068.99,$157201.63,$5671.25
2551,2019,HUDSON,UNION CITY CITY, 07087,RESIDENTIAL,3871,$59950.37,$68214.00,$128164.38,$8780.82
2555,2019,HUDSON,UNION CITY CITY,07083,RESIDENTIAL,2521,$48910.04,$49631.46,$98541.49,$6879.83
2558,2019,HUDSON,WEEHAWKEN TWP, 07086,RESIDENTIAL,1462,$306894.53,$527062.52,$833957.05,$13976.52
2559,2019,HUDSON,WEEHAWKEN TWP,07086,RESIDENTIAL,1521,$283795.46,$455261.74,$739057.20,$12417.24
2565,2019,HUDSON,WEST NEW YORK TOWN, 07093,RESIDENTIAL,1531,$41278.71,$65089.61,$106321.95,$8002.78
2567,2019,HUDSON,WEST NEW YORK TOWN,07093,RESIDENTIAL,2124,$34738.89,$49708.84,$84447.73,$6375.26
2570,2019,HUNTERDON,ALEXANDRIA TWP, 08825,RESIDENTIAL,118,$146435.59,$222308.47,$368744.07,$9478.76
2573,2019,HUNTERDON,ALEXANDRIA TWP, 08848,RESIDENTIAL,546,$144009.34,$242682.60,$386691.94,$9934.78
2574,2019,HUNTERDON,ALEXANDRIA TWP, 08867,RESIDENTIAL,473,$143589.85,$290899.58,$434489.43,$11136.22
2576,2019,HUNTERDON,ALEXANDRIA TWP,08848,RESIDENTIAL,246,$122587.80,$178502.85,$301090.65,$7746.75
2580,2019,HUNTERDON,BETHLEHEM TWP,08087,RESIDENTIAL,1254,$119482.22,$236883.57,$356365.79,$10155.87
2582,2019,HUNTERDON,BLOOMSBURY BORO, 08804,RESIDENTIAL,219,$48709.59,$176568.95,$225278.54,$6671.34
2584,2019,HUNTERDON,CALIFON BORO, 07830,RESIDENTIAL,306,$132041.83,$208757.52,$340799.35,$11345.74
2589,2019,HUNTERDON,CLINTON TOWN, 08809,RESIDENTIAL,738,$108063.82,$223392.68,$331456.50,$10247.13
2591,2019,HUNTERDON,CLINTON TOWN,08809,RESIDENTIAL,120,$97046.67,$215632.50,$312679.17,$9765.96
2594,2019,HUNTERDON,CLINTON TWP, 08801,RESIDENTIAL,2124,$110533.99,$275278.06,$385812.05,$10101.61
2596,2019,HUNTERDON,CLINTON TWP, 08809,RESIDENTIAL,410,$128318.54,$312820.73,$441139.27,$11549.37
2599,2019,HUNTERDON,CLINTON TWP, 08833,RESIDENTIAL,1235,$136548.66,$304242.11,$440790.77,$11541.70
2603,2019,HUNTERDON,CLINTON TWP,08809,RESIDENTIAL,544,$99511.21,$203164.15,$302675.37,$7977.75
2607,2019,HUNTERDON,DELAWARE TWP, 08559,RESIDENTIAL,729,$177100.41,$236676.13,$413776.54,$10528.38
2608,2019,HUNTERDON,DELAWARE TWP, 08822,RESIDENTIAL,258,$167109.69,$238821.32,$405931.01,$10320.73
2609,2019,HUNTERDON,DELAWARE TWP,08251,RESIDENTIAL,348,$160801.15,$190948.85,$351750.00,$8913.04
2610,2019,HUNTERDON,EAST AMWELL TWP, 08525,RESIDENTIAL,146,$185934.25,$172563.70,$358497.95,$8556.39
2611,2019,HUNTERDON,EAST AMWELL TWP, 08551,RESIDENTIAL,734,$165504.50,$208038.96,$373543.46,$8912.43
2613,2019,HUNTERDON,EAST AMWELL TWP, 08559,RESIDENTIAL,106,$183389.62,$199058.49,$382448.11,$9126.94
2618,2019,HUNTERDON,EAST AMWELL TWP,08551,RESIDENTIAL,179,$150778.77,$154883.80,$305662.57,$7323.40
2619,2019,HUNTERDON,FLEMINGTON BORO, 08822,RESIDENTIAL,577,$92170.54,$170582.67,$262753.21,$7916.97
2621,2019,HUNTERDON,FLEMINGTON BORO,08822,RESIDENTIAL,273,$91745.05,$189775.46,$281428.94,$8515.58
2622,2019,HUNTERDON,FRANKLIN TWP, 08801,RESIDENTIAL,161,$202713.04,$281208.07,$483921.12,$12613.05
2624,2019,HUNTERDON,FRANKLIN TWP, 08822,RESIDENTIAL,145,$173886.90,$205829.66,$379716.55,$9939.59
2626,2019,HUNTERDON,FRANKLIN TWP, 08867,RESIDENTIAL,433,$185213.63,$237948.73,$423162.36,$10966.27
2628,2019,HUNTERDON,FRANKLIN TWP,07416,RESIDENTIAL,157,$174137.58,$232502.55,$406640.13,$10623.28
2630,2019,HUNTERDON,FRENCHTOWN BORO, 08825,RESIDENTIAL,317,$120558.99,$149298.11,$269857.10,$9016.23
2631,2019,HUNTERDON,FRENCHTOWN BORO,08825,RESIDENTIAL,107,$112803.74,$129619.63,$242423.36,$8093.90
2632,2019,HUNTERDON,GLEN GARDNER BORO, 08826,RESIDENTIAL,470,$55114.26,$144789.57,$199903.83,$6380.27
2634,2019,HUNTERDON,GLEN GARDNER BORO,08826,RESIDENTIAL,238,$41731.51,$111054.20,$152785.71,$4859.91
2637,2019,HUNTERDON,HAMPTON BORO, 08827,RESIDENTIAL,285,$77567.37,$174621.40,$252188.77,$8083.91
2640,2019,HUNTERDON,HAMPTON BORO,08827,RESIDENTIAL,163,$70274.23,$140244.69,$210518.93,$6817.36
2646,2019,HUNTERDON,HIGH BRIDGE BORO, 08829,RESIDENTIAL,1113,$87838.63,$142911.59,$230677.72,$9113.15
2647,2019,HUNTERDON,HIGH BRIDGE BORO,08829,RESIDENTIAL,208,$82118.75,$122775.96,$204894.71,$8370.14
2648,2019,HUNTERDON,HOLLAND TWP, 08804,RESIDENTIAL,153,$93603.92,$188756.86,$282360.78,$7400.40
2649,2019,HUNTERDON,HOLLAND TWP, 08848,RESIDENTIAL,1423,$85764.30,$205220.24,$290984.54,$7630.90
2650,2019,HUNTERDON,HOLLAND TWP,07423,RESIDENTIAL,279,$83487.46,$153974.55,$237462.01,$6236.83
2652,2019,HUNTERDON,KINGWOOD TWP, 08559,RESIDENTIAL,209,$159257.89,$212192.34,$371450.24,$8461.46
2655,2019,HUNTERDON,KINGWOOD TWP, 08825,RESIDENTIAL,610,$156674.92,$222330.66,$379005.57,$8688.82
2658,2019,HUNTERDON,KINGWOOD TWP,07075,RESIDENTIAL,261,$153485.82,$164452.49,$317938.31,$7275.93
2660,2019,HUNTERDON,LAMBERTVILLE CITY, 08530,RESIDENTIAL,1019,$208015.21,$188889.40,$396904.61,$8147.35
2661,2019,HUNTERDON,LAMBERTVILLE CITY,08530,RESIDENTIAL,532,$201928.20,$156481.20,$358409.40,$7369.73
2663,2019,HUNTERDON,LEBANON BORO, 08833,RESIDENTIAL,391,$99701.79,$186713.30,$286415.09,$6537.35
2664,2019,HUNTERDON,LEBANON BORO,08833,RESIDENTIAL,181,$71559.12,$160772.38,$232331.49,$5316.25
2666,2019,HUNTERDON,LEBANON TWP, 07830,RESIDENTIAL,507,$105116.17,$197659.76,$302775.94,$8912.25
2669,2019,HUNTERDON,LEBANON TWP, 07865,RESIDENTIAL,130,$110991.54,$209250.00,$320241.54,$9424.94
2672,2019,HUNTERDON,LEBANON TWP, 08826,RESIDENTIAL,902,$114752.88,$209652.22,$324405.10,$9546.78
2675,2019,HUNTERDON,LEBANON TWP,08833,RESIDENTIAL,326,$102389.57,$145251.53,$247641.10,$7238.97
2676,2019,HUNTERDON,MILFORD BORO, 08848,RESIDENTIAL,271,$93970.85,$137559.67,$231530.52,$8754.90
2677,2019,HUNTERDON,MILFORD BORO,08848,RESIDENTIAL,147,$87263.95,$128982.99,$216246.94,$8145.14
2678,2019,HUNTERDON,RARITAN TWP, 08551,RESIDENTIAL,713,$218291.16,$342543.34,$560834.50,$13955.49
2679,2019,HUNTERDON,RARITAN TWP, 08822,RESIDENTIAL,6527,$174588.89,$222243.99,$396832.88,$9853.53
2684,2019,HUNTERDON,RARITAN TWP,08869,RESIDENTIAL,771,$142444.23,$159651.10,$302095.33,$7514.28
2686,2019,HUNTERDON,READINGTON TWP, 08822,RESIDENTIAL,1077,$152462.12,$265527.39,$417989.51,$12235.82
